case_submitter_id,project_id,chromosome,genome_bin_1mb_start,genome_bin_1mb_end,mutation_count
TCGA-56-5898,TCGA-LUSC,chr6,29000000,29999999,2
TCGA-56-5898,TCGA-LUSC,chr6,30000000,30999999,1
TCGA-56-5898,TCGA-LUSC,chr6,32000000,32999999,3
TCGA-56-5898,TCGA-LUSC,chr6,36000000,36999999,2
TCGA-56-5898,TCGA-LUSC,chr6,38000000,38999999,2
TCGA-56-5898,TCGA-LUSC,chr6,42000000,42999999,1
TCGA-56-5898,TCGA-LUSC,chr6,49000000,49999999,1
TCGA-56-5898,TCGA-LUSC,chr6,50000000,50999999,2
TCGA-56-5898,TCGA-LUSC,chr6,56000000,56999999,2
TCGA-56-5898,TCGA-LUSC,chr6,63000000,63999999,1
TCGA-56-5898,TCGA-LUSC,chr6,81000000,81999999,1
TCGA-56-5898,TCGA-LUSC,chr6,84000000,84999999,1
TCGA-56-5898,TCGA-LUSC,chr6,87000000,87999999,1
TCGA-56-5898,TCGA-LUSC,chr6,96000000,96999999,1
TCGA-56-5898,TCGA-LUSC,chr6,99000000,99999999,1
TCGA-56-5898,TCGA-LUSC,chr6,100000000,100999999,1
TCGA-56-5898,TCGA-LUSC,chr6,109000000,109999999,1
TCGA-56-5898,TCGA-LUSC,chr6,112000000,112999999,1
TCGA-56-5898,TCGA-LUSC,chr6,121000000,121999999,1
TCGA-56-5898,TCGA-LUSC,chr6,124000000,124999999,1
TCGA-56-5898,TCGA-LUSC,chr6,127000000,127999999,3
TCGA-56-5898,TCGA-LUSC,chr6,137000000,137999999,1
TCGA-56-5898,TCGA-LUSC,chr6,146000000,146999999,2
TCGA-56-5898,TCGA-LUSC,chr6,149000000,149999999,1
TCGA-56-5898,TCGA-LUSC,chr6,154000000,154999999,1
TCGA-56-5898,TCGA-LUSC,chr6,160000000,160999999,1
TCGA-56-5898,TCGA-LUSC,chr6,165000000,165999999,1
TCGA-56-5898,TCGA-LUSC,chr6,166000000,166999999,1
TCGA-56-5898,TCGA-LUSC,chr6,168000000,168999999,1
TCGA-56-5898,TCGA-LUSC,chr6,169000000,169999999,1
TCGA-56-5898,TCGA-LUSC,chr7,0,999999,2
TCGA-56-5898,TCGA-LUSC,chr7,4000000,4999999,1
TCGA-56-5898,TCGA-LUSC,chr7,15000000,15999999,1
TCGA-56-5898,TCGA-LUSC,chr7,21000000,21999999,1
TCGA-56-5898,TCGA-LUSC,chr7,26000000,26999999,1
TCGA-56-5898,TCGA-LUSC,chr7,29000000,29999999,1
TCGA-56-5898,TCGA-LUSC,chr7,31000000,31999999,2
TCGA-56-5898,TCGA-LUSC,chr7,32000000,32999999,1
TCGA-56-5898,TCGA-LUSC,chr7,35000000,35999999,1
TCGA-56-5898,TCGA-LUSC,chr7,44000000,44999999,1
TCGA-56-5898,TCGA-LUSC,chr7,77000000,77999999,1
TCGA-56-5898,TCGA-LUSC,chr7,85000000,85999999,2
TCGA-56-5898,TCGA-LUSC,chr7,88000000,88999999,1
TCGA-56-5898,TCGA-LUSC,chr7,92000000,92999999,1
TCGA-56-5898,TCGA-LUSC,chr7,93000000,93999999,1
TCGA-56-5898,TCGA-LUSC,chr7,101000000,101999999,3
TCGA-56-5898,TCGA-LUSC,chr7,105000000,105999999,1
TCGA-56-5898,TCGA-LUSC,chr7,107000000,107999999,1
TCGA-56-5898,TCGA-LUSC,chr7,110000000,110999999,1
TCGA-56-5898,TCGA-LUSC,chr7,122000000,122999999,1
TCGA-56-5898,TCGA-LUSC,chr7,123000000,123999999,1
TCGA-56-5898,TCGA-LUSC,chr7,126000000,126999999,1
TCGA-56-5898,TCGA-LUSC,chr7,136000000,136999999,1
TCGA-56-5898,TCGA-LUSC,chr7,142000000,142999999,2
TCGA-56-5898,TCGA-LUSC,chr7,143000000,143999999,4
TCGA-56-5898,TCGA-LUSC,chr7,149000000,149999999,3
TCGA-56-5898,TCGA-LUSC,chr8,3000000,3999999,1
TCGA-56-5898,TCGA-LUSC,chr8,7000000,7999999,1
TCGA-56-5898,TCGA-LUSC,chr8,13000000,13999999,1
TCGA-56-5898,TCGA-LUSC,chr8,23000000,23999999,1
TCGA-56-5898,TCGA-LUSC,chr8,35000000,35999999,1
TCGA-56-5898,TCGA-LUSC,chr8,39000000,39999999,2
TCGA-56-5898,TCGA-LUSC,chr8,40000000,40999999,1
TCGA-56-5898,TCGA-LUSC,chr8,43000000,43999999,1
TCGA-56-5898,TCGA-LUSC,chr8,54000000,54999999,1
TCGA-56-5898,TCGA-LUSC,chr8,69000000,69999999,1
TCGA-56-5898,TCGA-LUSC,chr8,76000000,76999999,2
TCGA-56-5898,TCGA-LUSC,chr8,86000000,86999999,2
TCGA-56-5898,TCGA-LUSC,chr8,100000000,100999999,1
TCGA-56-5898,TCGA-LUSC,chr8,107000000,107999999,3
TCGA-56-5898,TCGA-LUSC,chr8,112000000,112999999,1
TCGA-56-5898,TCGA-LUSC,chr8,116000000,116999999,1
TCGA-56-5898,TCGA-LUSC,chr8,117000000,117999999,1
TCGA-56-5898,TCGA-LUSC,chr8,123000000,123999999,1
TCGA-56-5898,TCGA-LUSC,chr8,130000000,130999999,1
TCGA-56-5898,TCGA-LUSC,chr8,132000000,132999999,1
TCGA-56-5898,TCGA-LUSC,chr8,142000000,142999999,1
TCGA-56-5898,TCGA-LUSC,chr8,144000000,144999999,1
TCGA-56-5898,TCGA-LUSC,chr9,0,999999,1
TCGA-56-5898,TCGA-LUSC,chr9,5000000,5999999,1
TCGA-56-5898,TCGA-LUSC,chr9,21000000,21999999,1
TCGA-56-5898,TCGA-LUSC,chr9,35000000,35999999,1
TCGA-56-5898,TCGA-LUSC,chr9,37000000,37999999,1
TCGA-56-5898,TCGA-LUSC,chr9,72000000,72999999,1
TCGA-56-5898,TCGA-LUSC,chr9,74000000,74999999,1
TCGA-56-5898,TCGA-LUSC,chr9,81000000,81999999,1
TCGA-56-5898,TCGA-LUSC,chr9,83000000,83999999,1
TCGA-56-5898,TCGA-LUSC,chr9,87000000,87999999,1
TCGA-56-5898,TCGA-LUSC,chr9,89000000,89999999,1
TCGA-56-5898,TCGA-LUSC,chr9,101000000,101999999,1
TCGA-56-5898,TCGA-LUSC,chr9,105000000,105999999,1
TCGA-56-5898,TCGA-LUSC,chr9,124000000,124999999,1
TCGA-56-5898,TCGA-LUSC,chr9,128000000,128999999,1
TCGA-56-5898,TCGA-LUSC,chr9,136000000,136999999,1
TCGA-56-5898,TCGA-LUSC,chrX,7000000,7999999,1
TCGA-56-5898,TCGA-LUSC,chrX,12000000,12999999,1
TCGA-56-5898,TCGA-LUSC,chrX,18000000,18999999,2
TCGA-56-5898,TCGA-LUSC,chrX,23000000,23999999,1
TCGA-56-5898,TCGA-LUSC,chrX,24000000,24999999,1
TCGA-56-5898,TCGA-LUSC,chrX,30000000,30999999,1
TCGA-56-5898,TCGA-LUSC,chrX,31000000,31999999,1
TCGA-56-5898,TCGA-LUSC,chrX,37000000,37999999,1
TCGA-56-5898,TCGA-LUSC,chrX,46000000,46999999,1
TCGA-56-5898,TCGA-LUSC,chrX,47000000,47999999,2
TCGA-56-5898,TCGA-LUSC,chrX,49000000,49999999,1
TCGA-56-5898,TCGA-LUSC,chrX,50000000,50999999,1
TCGA-56-5898,TCGA-LUSC,chrX,51000000,51999999,1
TCGA-56-5898,TCGA-LUSC,chrX,52000000,52999999,2
TCGA-56-5898,TCGA-LUSC,chrX,53000000,53999999,1
TCGA-56-5898,TCGA-LUSC,chrX,55000000,55999999,1
TCGA-56-5898,TCGA-LUSC,chrX,64000000,64999999,1
TCGA-56-5898,TCGA-LUSC,chrX,65000000,65999999,1
TCGA-56-5898,TCGA-LUSC,chrX,66000000,66999999,1
TCGA-56-5898,TCGA-LUSC,chrX,70000000,70999999,2
TCGA-56-5898,TCGA-LUSC,chrX,71000000,71999999,3
TCGA-56-5898,TCGA-LUSC,chrX,72000000,72999999,1
TCGA-56-5898,TCGA-LUSC,chrX,77000000,77999999,1
TCGA-56-5898,TCGA-LUSC,chrX,80000000,80999999,1
TCGA-56-5898,TCGA-LUSC,chrX,85000000,85999999,1
TCGA-56-5898,TCGA-LUSC,chrX,86000000,86999999,1
TCGA-56-5898,TCGA-LUSC,chrX,87000000,87999999,1
TCGA-56-5898,TCGA-LUSC,chrX,89000000,89999999,1
TCGA-56-5898,TCGA-LUSC,chrX,91000000,91999999,1
TCGA-56-5898,TCGA-LUSC,chrX,92000000,92999999,2
TCGA-56-5898,TCGA-LUSC,chrX,93000000,93999999,1
TCGA-56-5898,TCGA-LUSC,chrX,101000000,101999999,2
TCGA-56-5898,TCGA-LUSC,chrX,103000000,103999999,3
TCGA-56-5898,TCGA-LUSC,chrX,105000000,105999999,2
TCGA-56-5898,TCGA-LUSC,chrX,107000000,107999999,1
TCGA-56-5898,TCGA-LUSC,chrX,110000000,110999999,1
TCGA-56-5898,TCGA-LUSC,chrX,112000000,112999999,1
TCGA-56-5898,TCGA-LUSC,chrX,115000000,115999999,1
TCGA-56-5898,TCGA-LUSC,chrX,120000000,120999999,1
TCGA-56-5898,TCGA-LUSC,chrX,126000000,126999999,2
TCGA-56-5898,TCGA-LUSC,chrX,129000000,129999999,2
TCGA-56-5898,TCGA-LUSC,chrX,130000000,130999999,2
TCGA-56-5898,TCGA-LUSC,chrX,131000000,131999999,1
TCGA-56-5898,TCGA-LUSC,chrX,135000000,135999999,1
TCGA-56-5898,TCGA-LUSC,chrX,136000000,136999999,1
TCGA-56-5898,TCGA-LUSC,chrX,139000000,139999999,1
TCGA-56-5898,TCGA-LUSC,chrX,141000000,141999999,1
TCGA-56-5898,TCGA-LUSC,chrX,151000000,151999999,2
TCGA-56-5898,TCGA-LUSC,chrX,152000000,152999999,1
TCGA-56-5898,TCGA-LUSC,chrX,153000000,153999999,1
TCGA-56-5898,TCGA-LUSC,chrX,154000000,154999999,3
TCGA-56-5898,TCGA-LUSC,chrX,155000000,155999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,13000000,13999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,22000000,22999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,33000000,33999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,57000000,57999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,65000000,65999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,66000000,66999999,2
TCGA-56-A5DR,TCGA-LUSC,chr1,74000000,74999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,114000000,114999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,116000000,116999999,2
TCGA-56-A5DR,TCGA-LUSC,chr1,120000000,120999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,147000000,147999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,152000000,152999999,2
TCGA-56-A5DR,TCGA-LUSC,chr1,158000000,158999999,2
TCGA-56-A5DR,TCGA-LUSC,chr1,159000000,159999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,169000000,169999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,175000000,175999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,190000000,190999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,203000000,203999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,204000000,204999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,206000000,206999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,207000000,207999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,213000000,213999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,220000000,220999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,223000000,223999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,237000000,237999999,2
TCGA-56-A5DR,TCGA-LUSC,chr1,240000000,240999999,1
TCGA-56-A5DR,TCGA-LUSC,chr1,248000000,248999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,7000000,7999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,15000000,15999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,20000000,20999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,37000000,37999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,45000000,45999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,46000000,46999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,48000000,48999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,49000000,49999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,65000000,65999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,68000000,68999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,73000000,73999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,76000000,76999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,92000000,92999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,95000000,95999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,96000000,96999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,99000000,99999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,100000000,100999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,105000000,105999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,113000000,113999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,116000000,116999999,3
TCGA-56-A5DR,TCGA-LUSC,chr10,117000000,117999999,2
TCGA-56-A5DR,TCGA-LUSC,chr10,123000000,123999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,124000000,124999999,1
TCGA-56-A5DR,TCGA-LUSC,chr10,126000000,126999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,4000000,4999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,6000000,6999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,10000000,10999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,17000000,17999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,40000000,40999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,59000000,59999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,60000000,60999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,62000000,62999999,2
TCGA-56-A5DR,TCGA-LUSC,chr11,64000000,64999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,65000000,65999999,2
TCGA-56-A5DR,TCGA-LUSC,chr11,67000000,67999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,72000000,72999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,77000000,77999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,83000000,83999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,87000000,87999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,94000000,94999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,111000000,111999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,112000000,112999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,123000000,123999999,1
TCGA-56-A5DR,TCGA-LUSC,chr11,124000000,124999999,2
TCGA-56-A5DR,TCGA-LUSC,chr12,2000000,2999999,1
TCGA-56-A5DR,TCGA-LUSC,chr12,3000000,3999999,1
TCGA-56-A5DR,TCGA-LUSC,chr12,10000000,10999999,1
TCGA-56-A5DR,TCGA-LUSC,chr12,12000000,12999999,1
TCGA-56-A5DR,TCGA-LUSC,chr12,51000000,51999999,1
TCGA-56-A5DR,TCGA-LUSC,chr12,53000000,53999999,1
TCGA-56-A5DR,TCGA-LUSC,chr12,70000000,70999999,2
TCGA-56-A5DR,TCGA-LUSC,chr12,114000000,114999999,1
TCGA-56-A5DR,TCGA-LUSC,chr13,25000000,25999999,1
TCGA-56-A5DR,TCGA-LUSC,chr13,37000000,37999999,1
TCGA-56-A5DR,TCGA-LUSC,chr13,52000000,52999999,2
TCGA-56-A5DR,TCGA-LUSC,chr13,77000000,77999999,1
TCGA-56-A5DR,TCGA-LUSC,chr13,101000000,101999999,1
TCGA-56-A5DR,TCGA-LUSC,chr13,103000000,103999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,19000000,19999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,23000000,23999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,33000000,33999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,39000000,39999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,41000000,41999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,47000000,47999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,64000000,64999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,93000000,93999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,94000000,94999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,96000000,96999999,2
TCGA-56-A5DR,TCGA-LUSC,chr14,104000000,104999999,1
TCGA-56-A5DR,TCGA-LUSC,chr14,105000000,105999999,1
TCGA-56-A5DR,TCGA-LUSC,chr15,23000000,23999999,1
TCGA-56-A5DR,TCGA-LUSC,chr15,40000000,40999999,1
TCGA-56-A5DR,TCGA-LUSC,chr15,43000000,43999999,1
TCGA-56-A5DR,TCGA-LUSC,chr15,48000000,48999999,2
TCGA-56-A5DR,TCGA-LUSC,chr15,57000000,57999999,1
TCGA-56-A5DR,TCGA-LUSC,chr15,65000000,65999999,1
TCGA-56-A5DR,TCGA-LUSC,chr15,74000000,74999999,2
TCGA-56-A5DR,TCGA-LUSC,chr15,78000000,78999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,10000000,10999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,24000000,24999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,27000000,27999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,50000000,50999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,58000000,58999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,68000000,68999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,72000000,72999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,75000000,75999999,1
TCGA-56-A5DR,TCGA-LUSC,chr16,82000000,82999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,2000000,2999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,4000000,4999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,7000000,7999999,2
TCGA-56-A5DR,TCGA-LUSC,chr17,11000000,11999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,16000000,16999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,34000000,34999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,37000000,37999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,44000000,44999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,45000000,45999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,48000000,48999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,49000000,49999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,50000000,50999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,60000000,60999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,66000000,66999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,75000000,75999999,1
TCGA-56-A5DR,TCGA-LUSC,chr17,80000000,80999999,2
TCGA-56-A5DR,TCGA-LUSC,chr17,81000000,81999999,1
TCGA-56-A5DR,TCGA-LUSC,chr18,44000000,44999999,1
TCGA-56-A5DR,TCGA-LUSC,chr18,45000000,45999999,1
TCGA-56-A5DR,TCGA-LUSC,chr18,57000000,57999999,1
TCGA-56-A5DR,TCGA-LUSC,chr18,59000000,59999999,1
TCGA-56-A5DR,TCGA-LUSC,chr18,63000000,63999999,3
TCGA-56-A5DR,TCGA-LUSC,chr18,65000000,65999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,8000000,8999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,10000000,10999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,36000000,36999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,38000000,38999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,45000000,45999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,51000000,51999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,55000000,55999999,1
TCGA-56-A5DR,TCGA-LUSC,chr19,57000000,57999999,2
TCGA-56-A5DR,TCGA-LUSC,chr2,0,999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,25000000,25999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,42000000,42999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,97000000,97999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,102000000,102999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,105000000,105999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,120000000,120999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,140000000,140999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,151000000,151999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,154000000,154999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,162000000,162999999,2
TCGA-56-A5DR,TCGA-LUSC,chr2,165000000,165999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,167000000,167999999,2
TCGA-56-A5DR,TCGA-LUSC,chr2,178000000,178999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,184000000,184999999,2
TCGA-56-A5DR,TCGA-LUSC,chr2,207000000,207999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,218000000,218999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,219000000,219999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,224000000,224999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,233000000,233999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,240000000,240999999,1
TCGA-56-A5DR,TCGA-LUSC,chr2,241000000,241999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,2000000,2999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,9000000,9999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,18000000,18999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,20000000,20999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,33000000,33999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,43000000,43999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,44000000,44999999,2
TCGA-56-A5DR,TCGA-LUSC,chr20,62000000,62999999,1
TCGA-56-A5DR,TCGA-LUSC,chr20,63000000,63999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,14000000,14999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,15000000,15999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,21000000,21999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,29000000,29999999,2
TCGA-56-A5DR,TCGA-LUSC,chr21,31000000,31999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,33000000,33999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,45000000,45999999,1
TCGA-56-A5DR,TCGA-LUSC,chr21,46000000,46999999,1
TCGA-56-A5DR,TCGA-LUSC,chr22,35000000,35999999,1
TCGA-56-A5DR,TCGA-LUSC,chr22,36000000,36999999,1
TCGA-56-A5DR,TCGA-LUSC,chr22,46000000,46999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,10000000,10999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,11000000,11999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,37000000,37999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,48000000,48999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,94000000,94999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,142000000,142999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,165000000,165999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,170000000,170999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,184000000,184999999,1
TCGA-56-A5DR,TCGA-LUSC,chr3,194000000,194999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,0,999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,3000000,3999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,4000000,4999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,17000000,17999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,22000000,22999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,47000000,47999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,80000000,80999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,84000000,84999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,88000000,88999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,152000000,152999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,182000000,182999999,1
TCGA-56-A5DR,TCGA-LUSC,chr4,186000000,186999999,2
TCGA-56-A5DR,TCGA-LUSC,chr5,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,7000000,7999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,26000000,26999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,41000000,41999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,72000000,72999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,80000000,80999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,83000000,83999999,2
TCGA-56-A5DR,TCGA-LUSC,chr5,90000000,90999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,122000000,122999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,134000000,134999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,140000000,140999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,141000000,141999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,160000000,160999999,2
TCGA-56-A5DR,TCGA-LUSC,chr5,162000000,162999999,1
TCGA-56-A5DR,TCGA-LUSC,chr5,172000000,172999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,26000000,26999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,40000000,40999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,44000000,44999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,47000000,47999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,50000000,50999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,52000000,52999999,3
TCGA-56-A5DR,TCGA-LUSC,chr6,61000000,61999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,89000000,89999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,101000000,101999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,116000000,116999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,125000000,125999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,129000000,129999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,157000000,157999999,1
TCGA-56-A5DR,TCGA-LUSC,chr6,170000000,170999999,1
TCGA-56-A5DR,TCGA-LUSC,chr7,1000000,1999999,1
TCGA-56-A5DR,TCGA-LUSC,chr7,31000000,31999999,1
TCGA-56-A5DR,TCGA-LUSC,chr7,47000000,47999999,1
TCGA-56-A5DR,TCGA-LUSC,chr7,64000000,64999999,1
TCGA-56-A5DR,TCGA-LUSC,chr7,77000000,77999999,1
TCGA-56-A5DR,TCGA-LUSC,chr7,89000000,89999999,1
